count,hate_speech,offensive_language,neither,class,tweet
3,1,2,0,1,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch
3,0,3,0,1,CleanUp bitch i just got off the phone with em!
3,0,3,0,1,Won't step dad me hoe. Lol
6,0,6,0,1,It's summer bitches.
3,0,3,0,1,Im a westside niggah so you know im rockin wit Game
3,0,3,0,1,RT @zeemonstaa: There no such thing as too much pussy .
3,0,3,0,1,Miss you lil bitch @xMASON4LIFEx http://t.co/TqmMnmkCyN
3,1,2,0,1,"RT @bankheist: it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds"
3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz"
3,0,3,0,1,RT @StephGhost: RT @iDntWearCondoms: Come somebody please get me a PS4? Willing to eat pussy for it if need be.
3,0,0,3,2,@MitchVorce sheeze a yellow bone
6,1,4,1,1,@T_FLYE you got some more hoe
3,0,2,1,1,""" lames crying over hoes thats tears of a clown """
3,1,2,0,1,RT @damola49: @Ademulla happy birthday to the gayest nigga missing you and follow my new account british cunt
3,0,0,3,2,These peanut butter brownies bout to give me life too! &#128523;
3,0,3,0,1,ima groovy type nigguh
3,0,2,1,1,@lilylovescamel @auroraabartlett I like that your room isn't a big sloppy mess like most of these Twitter hoes
3,0,0,3,2,Are poor little guinea pig died :(
3,0,0,3,2,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx
3,1,2,0,1,Peace faggots. http://t.co/0i54t117x9
3,0,0,3,2,"RT @dynamite8503: ""Why y'all doing the ALS challenge if y'all not gonna donate?"" Cuz we don't $10k &amp; Tiger Blood to donate unlike Charlie &#8230;"
3,0,3,0,1,RT @ChrissiBaxter: If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth. You can quote me
3,0,0,3,2,"RT @jennaferjenbub: &#8220;@BarryClerjuste: ""Anything below a A+ and we disown you ling ling"" http://t.co/m1QiWK4xZg&#8221; @AustinBedsaul"
3,0,3,0,1,RT @MooreHnter: How to get bitches http://t.co/yUOqmgHvbf
3,0,0,3,2,They have a clumsy bird too lol what is life
3,0,3,0,1,&#8220;@SydneySantana_: @Treslyon I'm so dead &#128128;&#128128; why you hoe me http://t.co/PYKjhqBP19&#8221; idk I just felt like flaming you lol
6,0,5,1,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
3,0,3,0,1,RT @NoChillPaz: The only girls that care about being a guys WCW are hoes
3,0,0,3,2,This being sick is for the birds.
3,0,3,0,1,@wodaeeex3 lol Duhh but ima get my neck tomorrow so dont be mad hoe
3,0,3,0,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
3,0,3,0,1,why bitches gotta be bitches
3,2,1,0,0,Niggah niggah niggah don't believe me just wacthh...
6,2,4,0,1,Soft niggas usually send the hate threw the bitches
6,0,0,6,2,"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying"""
3,2,1,0,0,RT @librarianknight: More queer lady Templars. That's my point.
3,0,3,0,1,All these fuckin dudes do is bitch at the refs....shut the fuck up and play
3,0,0,3,2,Stayin up late to watch #Ichiro #Yankees
3,0,3,0,1,@mynamesryann @Caroline_Poe called her a cunt too
3,0,3,0,1,@iTakeOverTLs home of that one hoe Katrina
3,0,3,0,1,Because I had to accept being called a bitch every time I asserted myself. #YesAllWomen
3,0,3,0,1,ill call you bitch for short as a last resort and my first resort
3,0,0,3,2,"@TheREALJB1RD @winchstrracin @wyatt11w Maybe he can call Hootie back up, he don't answer me anymore but still have crows."
3,0,3,0,1,@Taste_My_Lips57 Ain't say it's wrong but it's just as stupid as hoes showing up to get attention from dudes.No one is bigger than the game.
3,0,3,0,1,RT @TheVoiceOfMiami: I wonder how many of y'all hoes got homegrown sex tapes online and U.O.E.N.O
3,0,1,2,2,"#RadioFreeNorthwest 218
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
http://t.co/t9JyhAncPR"
3,0,3,0,1,@YunGMiGo I said pussy dat ass what be on yo tongue boy
3,0,1,2,2,Someone probably told him 6 God was trash.
3,3,0,0,0,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
3,1,2,0,1,On westside I'm screamin fuck KD bitch!!
3,1,2,0,1,dat mean u ugly hoe if only getting fuck doggie style &#128553;&#128553;&#128514; #plies hot nigga http://t.co/VsOqnUoh5V
3,0,2,1,1,I have officially earned my right to bitch about things for the next two years! Yay!
3,0,3,0,1,RT @Plurizard: I don't burn bridges.. tf I look like holding a grudge and being a lil bitch. Shit happens. You'll be fine.
3,0,3,0,1,I can be a bitch and I'm fine with that&#128524;
6,0,6,0,1,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;
3,0,1,2,2,f u tumblr bc my blog is black &amp; white but there's so many great colored things I could reblog fml
3,1,2,0,1,Niggas trash AF
3,0,3,0,1,@G27Status Them stop being a bitch and do it
3,0,3,0,1,RT @UrbanCraziness: Andy went from owning toys to owning bitches.. And also tf is that coke doing teaching a class? &#128514; http://t.co/gjbUR29BKu
6,0,6,0,1,RT @urinnerdevil: ur typical twitter hoe http://t.co/YJE9LUnWVp
3,0,3,0,1,"I hope i trip and fall into some pussy, tunechi"
3,0,3,0,1,@Nikki_Boo22 bitch you hella late I went yesterday lol
3,0,1,2,2,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
3,0,3,0,1,"RT @Luisaco_: @Tonymartinezz15 dude last day, fuck it walk out that bitch"
3,0,3,0,1,I live in the fast lane bitch
3,0,2,1,1,&#8220;@OhThatsLee Uhoh you got the hoes lol RT @verbally_abrupt: Y'all I found this letter on my car. http://t.co/lu58HimXxS&#8221; Naaah
3,0,3,0,1,If this bitch hangs up on me one more time....
3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4
3,0,3,0,1,"Tony Parker is making Norris Cole his bitch with the one on one, or just takin him off the dribble an breaking some damn ankles! #GoSpursGo"
3,0,3,0,1,RT @IAMNICKlMINAJ: ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!
3,0,1,2,2,if i were to die and be resurrected as an animal id be a howler monkey
3,0,3,0,1,RT @TylerCarter4L: Hell yea bitch!!!
3,0,3,0,1,@sportsdude53 haha not you. Just getting shit from everyone else when my second favorite team is the redlegs.....
3,1,2,0,1,@sbsylvester how could I be a fag? But I like bitches please tell me
3,0,0,3,2,RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;
3,0,3,0,1,@Leslieeeixta @LettyGuerrero3 haha Noo bitch now! &#128071; stop playing games hoe! &#128517;&#128514;
3,2,1,0,0,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike."
3,0,3,0,1,@sotoo_dean Some random ass bitch who showed up and just left an hour later
3,0,2,1,1,Holy sheep shit I haven't been on instagram in a coons age Im seeing pictures from like 20 weeks ago haha
3,0,0,3,2,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof"
6,1,5,0,1,' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn
3,0,3,0,1,"""That ain't bro moves, that's hoe moves"""
3,2,1,0,0,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore
3,0,3,0,1,@dustincarter16 bitch I was out dea and your ass was sleep
3,0,3,0,1,"RT @TehDucKii: if my tweets ever offended you:
1.) im sorry
2.) it won't happen again
3.) 1 &amp; 2 are lies
4.) you're a fucking pussy"
3,1,2,0,1,RT @VinLaden2_: Niggas get married and start dissin single bitches smh RT @A2daO: You bitches want allowance and $200 dates and still singl&#8230;
3,0,3,0,1,"@TheJadedNYer yesterday twitter was telling them same dudes that 30+ pussy was the best, so have faith!"
3,0,3,0,1,Being a hoe ain't cute #ijs
3,0,3,0,1,"""Yo bitch on the horn. Tryna shoot a porn."" - @KingL That's T shirt worthy Tony"
3,1,2,0,1,Nicca n dis bitch playin games on his phone
3,0,3,0,1,"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches."
3,0,3,0,1,RT @Broski519: How bitches look wen they hear their song in da club http://t.co/F2OyCfK90s
3,1,2,0,1,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
3,2,1,0,0,@AGreasyMonkey @Huntermoore faggot
3,0,3,0,1,I meant bitch niggas
3,0,3,0,1,Chop the top on the Porsche that's a headless horse ... Extendo long as an extension cord bitch I ball like Jordan and I play full court
3,0,3,0,1,&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;
6,0,5,1,1,Can you catch a box hoe
3,1,2,0,1,I'm boutta deck this bitch in the face .
3,0,3,0,1,stupid bitch
3,1,2,0,1,Low info people are pissed!! Oh no!! Dumb fucks. Race baiting bitches
3,0,0,3,2,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!
3,1,2,0,1,"@noPOPULARity_ lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me"
3,0,3,0,1,Naw bitch you goin against a monster lol lyrical maniac
3,0,3,0,1,RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356
3,0,0,3,2,I can hear the birds chirpin!
3,1,2,0,1,#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals
3,0,3,0,1,"Let her be a hoe, why you stopping her?"
3,0,3,0,1,RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn
3,0,3,0,1,Load this bitch up with Kool Aid
3,0,3,0,1,RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg
3,0,3,0,1,paybacks a bitch and bitch you've been livin in debt with me
3,0,3,0,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch
4,0,1,3,2,@edouglas528 That would be your Yankees Earl....we all know they should win all 162
3,2,1,0,0,I hate you niccas! Lol http://t.co/NqSYeQhGOZ
3,0,3,0,1,Control yo hoes..
3,0,3,0,1,RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair
3,1,2,0,1,Mutes pussy.. And ***** and ***** smh
3,0,0,3,2,The Yankees still suck! @nikaaaa3
3,0,2,1,1,"@xcorey21 is that I'm ""a twat"" or ""I'm Twat"", like formally?"
3,0,3,0,1,@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses
3,1,2,0,1,"Nigga you a pussy, hope you got 9 lives."
6,1,5,0,1,"I'll stop drugs, alcohol, fags, sluts for you. Just give me a chance. It's been a year and I feel the same, that clearly means something."
3,0,2,1,1,&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.
3,0,0,3,2,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC
3,0,3,0,1,Poppy give me discounts bitch i get it for the lowww!!!....naw fareal tho
3,0,3,0,1,RT @BaabyD_: lol im off this brooo. bitches janky. &#128557;&#128514;&#128175;
3,0,3,0,1,Shara fuck you in Ya pussy. You know what I meant MF.
3,0,3,0,1,James is the biggest bitch in basketball i swear.. fuckin cramps seriously
3,0,3,0,1,Ahmed's moms bomb pussy&gt;&gt;&gt;
3,0,3,0,1,I need a bitch to go down like I need a beat
3,0,3,0,1,Ahhhh but now I'm fuckin all you niqqa's hoes &#128527;&#128076;&#128069;&#128166;
3,0,2,1,1,I lost something more important than myself last year so EXCUSE ME for being a little selfish bitch &#9996;&#65039;&#128530;
3,0,1,2,2,Harlem World trash? Interesting.
3,0,3,0,1,Gator's bitches better be using jimmies
3,0,3,0,1,RT @TheGoogleFactz: Cheating and having hoes gets old. Everyone should want to reach a point where they're mature enough to stay faithful &amp;&#8230;
3,2,1,0,0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
3,1,2,0,1,RT @tylerfucks: recent studies have shown that ur a lil bitch
3,0,0,3,2,My sister told me that I look like a bird. While my past told me that I look like an alien.
3,1,2,0,1,"RT @KillAllSimps: I remember I was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips, ain't tal&#8230;"
3,0,3,0,1,"I be waiting for a bitch to sneak diss , I'm @-ing IDC &#128514;&#128581;"
3,1,2,0,1,Shut the fuck up you fucking cunt!
3,0,1,2,2,"There are LOTS of top tier wrestlers who started as ""yardies""."
3,1,2,0,1,@BreesInDaCut you got some hoes here yet?
3,0,3,0,1,Oi look at this pussy on your bed @PazzSince95 http://t.co/celrcwZiq3
3,0,3,0,1,Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.
3,0,1,2,2,"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;"
3,0,3,0,1,"RT @OnlyBiebs1D: please bitch, i'm a BELIEBER &lt;3"
6,1,5,0,1,"RT @Amos_Louis: Broke hoes 3 words ""Out my face"""
3,0,1,2,2,"@serenity_23 I assume so, the tranny went out this morning. I have a maxima."
3,0,3,0,1,RT @jillxoxo12: anxiety is such a cunt
3,0,1,2,2,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
3,0,3,0,1,"Saw this little freshman ho with what looked like spiked dog collar (stupidest shit ever) so everytime I saw her I said ""so sexy"" lmao"
6,0,6,0,1,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;
3,1,0,2,2,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ..."
3,0,0,3,2,"RT @__E_T___: Brown colored eyes are really blue, under a layer of melanin."
3,0,3,0,1,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad
3,0,3,0,1,@KingHorseDick lol toughen up pussy
3,0,2,1,1,@taylorlynn_15 Hey it works. Most people hate me for it but as long as I'm still happy they can bitch all they want &#128514;&#128077;
6,0,1,5,2,@fennecuskitsune you've got no sole
7,1,6,0,1,RT @BNaStY00037: Could you please refrain from being a dumb bitch
3,0,3,0,1,My bitch ass like an allergic reaction she service my faction
3,2,1,0,0,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl
3,0,0,3,2,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........
3,1,2,0,1,@_MostDope95_ Jenny says you're an evil bitch.
3,0,3,0,1,RT @275YUNGSIMMIE: I hate a lying ass bitch
3,0,0,3,2,Watched some crows eat a sandwich
3,1,2,0,1,Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv
3,0,3,0,1,@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....
3,0,3,0,1,"Yeah right, yeah right, this guys a faggot."
3,0,2,1,1,"RT @elchavaloko: @UntouchableVick @staycoolwheels yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
6,0,6,0,1,RT @jdollasignnn: @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky bitch &#128557;&#128148;&#128553;&#128514;
6,0,6,0,1,yo bitch whippin in the early morning
3,0,3,0,1,My bitch bad
3,0,2,1,1,stuffed her like an Oreo http://t.co/mPAjkWJbZp
3,0,3,0,1,My down bitch &#128074; my crime partner &#128176;&#128299; ima bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;
6,0,5,1,1,And da hoes!! RT @Pr3ttyN33: I kno u hear vodka n the background &#127908;
3,0,3,0,1,"RT @UrbanCraziness: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/cvBzmjQXyO"
3,0,3,0,1,"@tayscalf 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day"
3,0,3,0,1,"RT @TedOfficialPage: guy: send me a pic of your pussy Girl: ok *sends pic of pussy*guy: HOLY SHIT, WHAT DAFUQ I WANTED TO SEE THE CAT!!!"
3,3,0,0,0,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
3,2,1,0,0,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
3,0,1,2,2,"RT @MizzCreme: Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;"
4,0,4,0,1,"' See I gotta get this money ma palms itchin , niggahs gossip like hoes most of them bitches ."
3,0,3,0,1,"Don't hit me up talking bout ""who that bitch under yo pic"".. Get yo ass treated"
3,2,1,0,0,"tell the hating niggah 
stfu"
3,0,3,0,1,"my pussy pops severely, 
and yours don't!!!"
3,0,3,0,1,"Dear Von Miller, Karmas a bitch."
3,1,2,0,1,That nigga @WALEDAyDAy24 so trash
3,0,3,0,1,"@Sponkymusiclady Besides, ur imposter idol looks nothing like The Word of God described the Saviour of Israel in Revelations. envious bitch!"
3,0,1,2,2,RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.
3,1,2,0,1,RT @lildurk_: These bitches ain't my bitches
3,0,0,3,2,RT @taylorcaniff: I wear beanies all winter long! So no bandanas till summer&#128525;
3,0,3,0,1,niggas living like hoes dats why dey dying bout nothing
3,1,2,0,1,RT @SooMonique: And she gave this nigga head while I was laying next to her while she had a bf &#128514;&#128514;&#128514;&#128514; she's a hoe on the low
3,0,3,0,1,"niggas bugging if they think my bitch ain't gunna tell me something, HA"
3,0,3,0,1,"&#8220;@SheTwirlsMyKan3: I say bitch bad, woman good, lady better&#8221; Lupe?"
3,0,0,3,2,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
3,0,0,3,2,RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...
3,0,3,0,1,"Venti iced water

Make it snappy hoe"
3,0,3,0,1,RT @SheswantstheD: Lmao how niggas be with the side hoe http://t.co/Y0sja0dyFM
3,0,3,0,1,&#8220;@TheRealTootie: I smoke like 20 backwoods a day&#8221; cop dem bitches by da box woe http://t.co/lDr5s3kpng
3,0,1,2,2,RT @camilleftansel: i've read the hunger games 12 times i am trash
3,1,2,0,1,"@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd"
3,0,3,0,1,You say that bitch bad but she ain't shit to me !
3,1,2,0,1,@GabrielaAngela4 @StephyRae7 Gabby why are you so ghetto?
3,0,3,0,1,RT @acidlacedbong: I am so jealous of bitches who can squirt &#128530;
3,0,3,0,1,"RT @BandresDiana: When that message say ""delivered"" but you see him posting sc story's with all his hoes&#128530;&#128076; http://t.co/xVGTWOOasp"
3,2,1,0,0,"RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho"
3,0,3,0,1,Dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin &#128514;&#128514;
3,1,2,0,1,This bitch couldn't pull a ugly desperate dike if she wanted
3,0,3,0,1,Now da #Heat fans bacc y'all niccas kill me ain't tweeted shit all damn game
6,0,5,1,1,RT @marthayabish_: that's the type of bitch that I hate
3,0,0,3,2,I ignore birds
3,0,3,0,1,@sassycrass She made fun of a suicide attempt. Mellie ain't that bitch to fuck with this season!
3,0,3,0,1,RT @Nyash_Whisperer: After these shows yall bitches imitate n wonder u I say d things I say
3,0,3,0,1,"RT @n1irving: &#9749;&#128056; this isn't tea anymore ""@ChickenColeman: How do bitches ""Peep everything"" but still getting cheated on something not addin&#8230;"
3,0,0,3,2,"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you &#8594; http://t.co/L7zmXIyVQy"
3,1,2,0,1,Fuck you then bitch shove that work up your A-S-S
3,0,3,0,1,How do you greet your friends? &#8212; yo bitch what's up &#9829; http://t.co/012llZCmSU
3,0,3,0,1,Slut I ain't playin' go find a white crayon and color a fuckin zebra.
3,0,3,0,1,http://t.co/ARKGfY02pT&#8221;girl cheeks gone be cold than a bitch
3,0,3,0,1,"After I say some shit I just be like "" wow that was so uncalled for , you're really a bitch "" &#128514;&#128514; attitude on &#128175;"
3,0,3,0,1,"Me: ""Mom, honestly, thank you for making me a bad bitch."" 
Mom: ""You've gotta stop."""
3,1,2,0,1,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch
3,0,3,0,1,Up early on Dat good dope wit my niccas!
3,0,3,0,1,RT @trapgodcon: Squad up bitch nigga @Ride907 @terryak907 @thomas_olmstead http://t.co/g3BoK10PjZ
3,0,1,2,2,RT @_RiveraJustin: It's unattractive when girls act ghetto
4,1,1,2,2,I can't wait to watch the saints put their weiner right in the cowboys butts . Dallas is trash
3,0,3,0,1,"RT @HoodBibIe: ""Thou shall have no type: bad bitches is thee only thing thou shall like"" - HerAssFat 6:15"
6,0,6,0,1,"RT @__DatTootieGurl: ""@1stBlocJeremiah: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;."""
3,0,3,0,1,"RT @BLVKOUT: &#8220;@EMPRESSRAW: &#8220;@Naezus: Best man ever RT @TRILL_A_G: ""I'd fuck her right in the pussy!!!!"" http://t.co/Xfn5gaURXm&#8221;&#128514;&#128514;&#128514;&#8221; my nigg&#8230;"
3,0,3,0,1,4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao
3,0,3,0,1,@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass
6,0,6,0,1,' Niggahs stay thinkin I want they girl &#1041204;&#1041204;&#1041204;&#1041204;&#9995; Not nevvvvva niggah .
3,0,3,0,1,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches
3,0,3,0,1,"hey new followers *waving* welcome ion be talking bout shyt tho, just retarded ass thoughts that pop up in my head"
3,0,3,0,1,"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny"
3,0,3,0,1,"RT @TheeGreekGod: Girl: I know you got hoes 

Me: http://t.co/qNa9ogveWW"
3,0,1,2,2,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea
3,0,3,0,1,"imma hit the ground work in the pussy 

she gone come back everytime"
6,1,5,0,1,She fuck with me cause I ain't no bitch .
3,0,0,3,2,@sisternoles Fingers crossed for you. If not? Chug chug chug lol
3,2,1,0,0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
3,0,3,0,1,"you worried bout other bitches, you need me for?"
3,1,2,0,1,@hunterbuch66 @kieffer_jason @sbsylvester my bitch doesn't even know you so wtf r u talking about nigga stop fucking dreaming
3,0,0,3,2,R&amp;B is so trash now compared to early 2000's.
3,0,3,0,1,@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye
3,0,0,3,2,im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys
3,0,0,3,2,Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.
3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back"""
3,0,3,0,1,Me and my homie @hou_hefner ROCKIN that bitch all night #MeetUsHere NOW&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039; http://t.co/06olvik6lD
3,0,3,0,1,@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch
3,0,0,3,2,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way
3,1,2,0,1,I miss having Jihadist bitches in my crosshairs... Ahhh the good ol days...
3,0,3,0,1,RT @EskimoKim_: @WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf
6,0,6,0,1,RT @Montrell_: Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;
3,0,0,3,2,"RT @teapot: Stuff broke loose, must not panic and share GIF instead http://t.co/JL4GuIeJ84"
3,0,3,0,1,@TasteMyGayness IDC. I can still get it. That's my pussy
3,0,1,2,2,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7"
3,0,3,0,1,where da ratchet hoes at?
3,0,2,1,1,RT @SheScreams_Mami: These hoes ain't loyal&#128581;&#128175;&#128076;
3,0,3,0,1,Women can't do something called live life.Apparently that's being a hoe.
3,0,3,0,1,RT @BandWorld1 That bitch who the shit in yo eyes aint shit in my eyez + !!!!
3,1,2,0,1,"RT @_TrackStar15: I hate ""I'm my own WCW"" ass bitches &#58382;"
3,0,3,0,1,You working today faggot? @Pipe_Tyson
3,0,3,0,1,@ScHoolboyCole you a bitch for
3,0,3,0,1,@Zach_Thein you pussy
6,1,5,0,1,I love Asian bitches
3,0,0,3,2,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH
3,0,3,0,1,RT @TheLittleFella_: @OLE_VertyBstard @savage_life091 bitch should've got out of her yard
3,0,3,0,1,RT @AlliePeralta: &#8220;@pushaxrocca: smh http://t.co/MCeh9G6rmu&#8221; hoes like this are fucking it up for actual loyal girls smh.
3,0,3,0,1,Pussies only pussy...an every women got one...so u gotta have more than that ladies
3,0,3,0,1,This bitch weave game serious https://t.co/DRknioe6vh
3,1,2,0,1,Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh
3,0,2,1,1,Where this hoe Benga at
3,1,2,0,1,This bitch on Maury got 11 baby daddy's!
4,1,1,2,2,oops: 'constitutionalists' #teabaggers in #mississippi forgot ratify a centerpiece of the constitution: 13th amendment banning slavery.
3,0,3,0,1,RT @BadBish_Rollaan: &#8220;@WhitDAWGem_: I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;&#8221;&#9994;
3,1,2,0,1,RT @thecoreyholcomb: You are who you kick it wit y'all. Check yo squad- if busters &amp; blameamotherfucker ass bitches surround U it's twice a&#8230;
3,1,2,0,1,"Their #1 insult. Even if it's self-deprecating. The first thing straights go to is faggot, queer, tranny, gay. Even supposed ""allies""."
6,0,6,0,1,"&#8220;@KaayGQ: Sexy bitch, hope she bout it&#8221;"
6,1,5,0,1,&#8220;@comedianjayski: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes
3,0,0,3,2,"RT @scottvtracy: @AbuYazidMuawiya @amustafaanbari1 Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba&#8230;"
3,0,1,2,2,"RT @FriendlyAssh0le: Todays Horoscope: 

you're still a hoe

That is all. have a nice day"
