tweet,sentiment,directness,annotator_sentiment,target,group
@user @user losely quote trump/trumpers. dont need immigrants - vietnam country. @url,offensive,indirect,anger_sadness,origin,immigrants
@user oh hell no! i'm saving dollars help build wall protect us rapey killer illegal aliens!,abusive_hateful,direct,anger_indifference,origin,individual
@user fuck retard lol,offensive,indirect,shock_disgust,disability,special_needs
took 18 innings retard cost sweep bet somehow got me. #worldseriesgame3,normal,indirect,sadness_disgust,disability,special_needs
@user @user i've binned tinder off. fed mongy women matching loosing voices... ,offensive_hateful,indirect,anger_fear_indifference_sadness_disgust,disability,women
@user @user never proven x hit women talent iggy azeala raps like mongoloid @url,offensive_hateful,indirect,anger_disgust,disability,special_needs
need friends someone epic join stupid cunt what's ur fucking problem shit cunt @user,hateful,indirect,confusion_sadness_shock_indifference_disgust,gender,women
fuck faggot,offensive,indirect,anger_sadness,sexual_orientation,individual
day's end mine spic &amp; span clean.  @url,offensive,indirect,anger_confusion_sadness_shock_fear,origin,other
haha thought filipinos hispanic. filipinos dont ching chong eyes? (proceeds squint eyes) @url,offensive,indirect,sadness_indifference,origin,asians
@user drunk retard high retard win battle btw,hateful,indirect,confusion_shock,disability,special_needs
every cunt dog camo halloween,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
chinaman issue dude. i'm talking drawing line sand dude. across line yo @url,offensive,indirect,sadness_indifference,origin,other
@user @user @user &amp; retarded definitely wasnt,offensive_normal,indirect,anger_shock,disability,special_needs
 groupforsissiesandfaggots: another sissy faggot crave attention @user ready suck big... @url,offensive,indirect,shock_indifference,sexual_orientation,gay
memes team 10 conspiracy galactic faggot,offensive,indirect,anger_confusion,other,individual
remember ching chong hoe flexin years ago found fuckin smh,offensive,indirect,anger_confusion,origin,asians
lots smaller payments time--most faggot's credit cards handle $200 hit--but still th @url,offensive,indirect,fear_disgust,other,other
call faggot yeah i'm drinking tea,normal,indirect,shock_indifference,other,other
homie broke wrist id jack tf dad raised gentleman faggot,offensive,indirect,anger_confusion_sadness_indifference_disgust,sexual_orientation,other
@user @user yes i'm aware i'm seeing lot controversy understand,normal,indirect,anger_disgust,origin,other
@user concha spic ,hateful_disrespectful,indirect,fear_shock_indifference_sadness_disgust,origin,individual
@user yeah den lmao would drive like little faggot  fuming honestly made oscar cry,offensive,indirect,confusion_fear_shock_sadness_disgust,other,other
@user '' putted '' typical mongy hobbo spelling that.,offensive,indirect,indifference_disgust,disability,special_needs
@user fucking cunt,fearful_abusive,indirect,anger_disgust,gender,other
@user people retarded ordy man,offensive_hateful,indirect,sadness_disgust,disability,special_needs
@user like 'mongoloid' better anyways.,offensive_hateful,indirect,fear_disgust,disability,special_needs
@user @user fuck stupid political cunt,offensive,indirect,anger_confusion_sadness_fear_disgust,other,other
@user @user shooter nazi leftist terrorist palestinian sympathizer...,normal,indirect,indifference_disgust,other,left_wing_people
@user @user @user call ching chong care,fearful_abusive_offensive_disrespectful_normal,indirect,sadness_indifference,origin,asians
@user fuck. okay white proud.,normal,indirect,fear_indifference,origin,other
retarded dad daughter framed prosecutor whose child accidentally killed cold winter @url,hateful,indirect,anger_shock,other,special_needs
talk according cristiano challenge:nkoke:you're faggotncristiano:i'm billionaire @url,offensive_disrespectful,indirect,anger_confusion_shock_indifference_disgust,sexual_orientation,other
done punched bitch face callin esco spic n dont even play race card,normal,indirect,sadness_indifference,other,other
@user gay retard,offensive_hateful,direct,anger_confusion_fear_shock_sadness,disability,special_needs
@user @user @user @user @user like searching old tweets sad twat ,offensive,indirect,anger_shock,other,women
@user @user @user @user wrong. said want immigrants shithole countrie @url,offensive,indirect,sadness_indifference,origin,special_needs
pauline hanson move senate motion declaring 'okay white' @url,offensive,indirect,sadness_disgust,origin,other
@user cunt watches anymore anyway gone utter shite.,offensive_disrespectful,indirect,sadness_disgust,gender,women
wish faggot would say anyone fam. gonna putting money books next yea @url,normal,indirect,fear_indifference,origin,gay
get points faggot ahahah,abusive_disrespectful,indirect,anger_sadness,sexual_orientation,refugees
@user @user typical celtic cunt,offensive,indirect,sadness_shock,gender,women
@user @user let's revisit shall we...she brought liberals brought feminazi's @url,offensive,indirect,anger_fear_indifference_sadness_disgust,other,women
shouting abyss yo actually retarded met resounding yes nigga depths,offensive,indirect,sadness_disgust,disability,other
besides complete mongoloid new spider-man suit tho???,offensive,indirect,anger_fear_shock_disgust,disability,special_needs
saturday everyone remember beer liquor never sicker liquor beer fucking twat man fuck,offensive,indirect,confusion_fear_shock_sadness_disgust,other,other
lance stephenson got retard strength,offensive,indirect,anger_confusion_fear_shock_disgust,sexual_orientation,special_needs
@user okay white like okay blackbrown yellow#,offensive,indirect,shock_indifference,origin,left_wing_people
@user hahahahahaha wake miggs ya fucking retard,hateful,indirect,anger_sadness,disability,left_wing_people
tryna scam money men i'm unsuccessful tonight guess smell dyke goodnight,abusive_offensive,indirect,anger_confusion_fear_indifference_disgust,origin,gay
people actually voted twat. @url,hateful,indirect,confusion_fear_indifference_sadness_disgust,other,other
@user @user blood jesus  ching chong @url,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,special_needs
wondering rhat negro @url,fearful_abusive_offensive_disrespectful,indirect,confusion_sadness,origin,left_wing_people
@user sorry retard hoplophobic idiot. assault rifle stands armalite model 15,offensive,indirect,anger_indifference,disability,special_needs
@user vile twat,offensive,indirect,shock_disgust,gender,women
@user @user who's oswald dyke,offensive,indirect,anger_disgust,sexual_orientation,gay
@user what's worse? orange' mongy celebration ,offensive,direct,anger_fear_shock_sadness_disgust,origin,special_needs
@user boy talking like lebron coming back going see negro,offensive,indirect,sadness_fear,origin,african_descent
@user fake empowerment men people,normal,indirect,anger_fear_indifference_sadness_disgust,gender,women
therapist told lol ur gay. kill urself faggot  im gonna listen haterz.  haterz,normal,indirect,indifference_disgust,other,other
neil lennon soup taker. @url,offensive,indirect,confusion_indifference,other,other
@user @user @user woman. tool. make feel unsafe. how's retard.,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,women
anyone else make wah ching ching chung choo ching chong noises try copy kung fu moves?,fearful_offensive,indirect,confusion_disgust,origin,muslims
@user @user youre like one listens stuff nobody knows kpop ching chong music,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_disgust,origin,special_needs
nigger behind boats directing imagine that.,abusive_offensive,indirect,indifference_disgust,origin,indian/hindu
@user comes mouth either retarded aids.,hateful,indirect,sadness_shock,origin,special_needs
okay white @url,normal,indirect,sadness_disgust,origin,other
stop copying art twat,normal,indirect,shock_disgust,origin,other
@user blind retarded loser,abusive_hateful,direct,anger_fear_indifference_sadness_disgust,disability,special_needs
must snarl unfolding interiority mentally retarded much,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
another season dicking mongy teams 6-0 championship next year then.,offensive,indirect,anger_disgust,other,special_needs
@user went full retard.,offensive,indirect,sadness_disgust,disability,special_needs
hate word dyke much holy fuck,offensive,indirect,anger_indifference,sexual_orientation,other
shut fuck faggot @url,offensive,indirect,sadness_indifference,sexual_orientation,individual
@user member negro delegation hurt sickened loss,normal,indirect,anger_confusion_sadness_shock_disgust,origin,indian/hindu
honestly trotsky mongoloid. part book storming winter palace described weather @url,offensive_disrespectful,indirect,confusion_indifference,origin,individual
@user lol. people retarded. one greats doubt need come u @url,abusive_offensive,indirect,anger_disgust,disability,special_needs
@user right $1 retard got fucking live support,offensive,indirect,anger_confusion_fear_shock_sadness,disability,special_needs
country needs armed guards temples churches &amp; proposes arming teachers shithole country @url,offensive,indirect,anger_disgust,origin,other
every time see fine ass dyke always mediocre fem ,offensive,indirect,anger_disgust,sexual_orientation,hispanics
@user @user saying basic human right people shithole countries flood @url,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_disgust,other,other
twenty minutes ago: hhhhhh go away gigantic twatnno: brrrrr carry please die dont brrrrrrrrr please,offensive_disrespectful,indirect,anger_indifference,gender,individual
lmao girl job today said loves sass. please call faggot,offensive_disrespectful,indirect,anger_sadness_shock_indifference_disgust,gender,women
@user know fellow spic,offensive,indirect,shock_disgust,origin,other
@user @user @user cool next time shithole country issue internal strife. le @url,offensive,indirect,indifference_disgust,origin,other
keep mind i'm negro. open got screen do',offensive,indirect,sadness_disgust,origin,other
@user giving state gov money would retarded.,offensive,indirect,sadness_disgust,disability,special_needs
feminazi female counterpart surely condone that's bes @url,offensive,indirect,sadness_indifference,other,women
@user jesus christ i'm pretty sure he's retarded.,abusive_disrespectful,indirect,anger_disgust,disability,special_needs
@user @user literally asked clapped cunt.,offensive,direct,shock_disgust,gender,women
fact someone called dyke wearing hockey gear @url,offensive,indirect,sadness_indifference,sexual_orientation,other
@user @user @user spawned dumbass retarded.,offensive_hateful,indirect,sadness_indifference,disability,special_needs
stopped viciously going deluded twitter twat talked smack @user @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,other,left_wing_people
#shitholecountry leave?nnoh yeah....because shithole country overran @url,hateful,indirect,fear_shock_indifference_sadness_disgust,origin,other
@user witnessing cultural shift resulting illegal aliens entering country ass @url,offensive,direct,sadness_disgust,origin,other
@user happy birthday faggot,abusive_normal,direct,shock_indifference,origin,special_needs
@user @user illegal aliens?,offensive,indirect,anger_shock,origin,other
retarded mod banned @user fucking year literally valid evidence server come lmao,offensive,indirect,sadness_indifference,other,other
since must ohio shithole state. wants whole country follow! @url,offensive,indirect,anger_confusion_fear_shock_disgust,origin,other
hate term illegal aliens #htgawm,offensive,indirect,indifference_disgust,other,refugees
@user @user @user twat,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_sadness_indifference_disgust,gender,special_needs
i'm boutta go shit &amp; say hate puerto rican's. sorry guys let get check i'll turn spic afterwa @url,offensive,indirect,confusion_indifference,origin,individual
@user yes.nhe needs fuck muslim country practice there.ntotal cunt tgat started @url,offensive,direct,anger_disgust,religion,women
@user blame this! toronto hotel gets one star reviews since accepting refugees due harassment @url,offensive,direct,anger_sadness,origin,refugees
let's face footie fans know @user knows he's cunt often speaks reaction....nnhoweve @url,normal,indirect,indifference_disgust,origin,other
stared fucking door target like fucking retard thought automatic ,offensive_normal,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
bunch frat boy looking guys walked loud obnoxious taking selfies making retarded jokes im fucking wilting lol,normal,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
@user @user nah retarded.,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
keep mind negro open mind got screen door wayne goin crazy,offensive,indirect,shock_indifference,origin,african_descent
@user @user @user breh chillll ever south before? dont use slang negro? io @url,normal,indirect,anger_sadness,origin,african_descent
ford liar like pussy hat wearing feminazis. #tuckercarlsontonight,offensive,indirect,anger_disgust,gender,women
guess obama back home country armed #globalwarming rhetoric beat poor country shithole. @url,offensive,indirect,sadness_indifference,origin,immigrants
@user remember tons spic ones.,offensive,indirect,indifference_disgust,origin,special_needs
here's problem word banter. banter exchange remarks.nnif call twat call tw @url,normal,indirect,indifference_disgust,other,other
@user lol ok sure. cunt ,offensive,direct,anger_sadness_shock_indifference_disgust,gender,women
@user brother law used horrendous toh told stop tight twat ,fearful_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,other,women
@user koke call cris faggot,offensive,indirect,anger_disgust,sexual_orientation,refugees
@user @user twat!,offensive,indirect,anger_disgust,gender,women
applied like four different schools ugh hope least get accepted one lmao know im retarded like please,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
@user @user much wanna bet oil better year? put money mouth little twat tester,offensive,indirect,anger_confusion_shock_indifference_disgust,other,women
ching chong friends would @user @url,offensive_disrespectful,indirect,sadness_indifference,origin,special_needs
disrespectful twat start celebrating christmas remembrance day over. ,offensive,indirect,anger_sadness,gender,other
got first set grillz put em bottom faggot.,hateful,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other
@user decided race indians carry caucasoid australoid mongoloid races intermedi @url,fearful_abusive_offensive_hateful,indirect,anger_fear_shock_indifference_disgust,origin,other
sorry time earls mom yelled called furry faggot,offensive,indirect,anger_disgust,sexual_orientation,hispanics
@user bra crush girl named london crush another kid (he's retard) lol @url,hateful,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
nigger cyber bullying @user @url,offensive,indirect,anger_fear_shock_sadness_disgust,origin,muslims
@user nyc shithole country god quickly destroyed wheat rudy build shameless,abusive_offensive_disrespectful_hateful_normal,indirect,indifference_disgust,other,other
@user ching chong ching chong rng lost g2 lets flame ching chong ching chong ,disrespectful,indirect,anger_confusion_sadness_indifference_disgust,origin,individual
lmao nigga retarded  still paid man  @url,normal,indirect,anger_disgust,origin,other
@user @user retard?,fearful_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,other,special_needs
absolute cunt! follow prick need give head wobble. @url,offensive,indirect,anger_sadness,gender,other
sabarimala dialogues &amp; debates female menstruation shocking us mongoloid people. person thi @url,disrespectful_normal,indirect,sadness_shock,disability,women
@user @user @user whole new low calling victim sexual assault feminazi. even hu @url,offensive,indirect,sadness_shock,other,women
also youre trying blatantly racist least original like im sick hearing ling ling ching chong @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual
@user @user @user talking u retard,offensive,indirect,anger_disgust,disability,special_needs
@user fuk u ya fukin pussy ass bitch. go home faggot ass bitch. yo momma watch ya podcasts. #fuku,offensive,indirect,sadness_shock,sexual_orientation,gay
@user aint starving nigger like u,offensive,indirect,anger_fear_shock_indifference_disgust,origin,african_descent
killer: jews among leftist forces organizing migrant caravans. trump nationalist enough @url,offensive_hateful,indirect,confusion_indifference,origin,left_wing_people
@user devious dangerous narcissistic autocratic slimy little twat.,normal,indirect,sadness_shock,gender,individual
fox news kevin jackson tried soo hard uncle tom-ing house negro forced fire dumb ass #smh #byefelicia,hateful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,african_descent
everyone better wish faggot wife happy birthday @user,fearful_abusive_hateful_disrespectful_normal,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,gay
@user @user unlike previous regime ran punjab like mongol halaku khan....,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
@user literally faggot,offensive_hateful,indirect,anger_disgust,sexual_orientation,women
@user unfair. need step retard game.,offensive,indirect,anger_indifference,disability,special_needs
cuz guess faggot made blue print,offensive,indirect,anger_indifference,sexual_orientation,individual
@user @user @user detect retard @url,offensive,direct,shock_disgust,disability,special_needs
peel ass back monkey style faggot,fearful_hateful,indirect,sadness_indifference,other,other
great example though disagree immigrants leave anything behind. thats whats great america - c @url,fearful_abusive,indirect,anger_shock,origin,refugees
@user fucking raghead cunts,hateful,direct,confusion_fear_indifference_sadness_disgust,origin,women
man's cunt! sorry use word he's dead set cunt! @url,hateful,indirect,anger_sadness,origin,women
sons fucking mongy cunt ya ming @url,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,disability,women
@user @user people shithole countries behave.,offensive,indirect,anger_sadness,origin,special_needs
@user probably cause twat.,abusive_disrespectful,indirect,anger_fear_shock_sadness_disgust,gender,women
@user @user newly made shithole countries,offensive,indirect,sadness_disgust,origin,other
@user games till faggot,hateful,direct,shock_disgust,sexual_orientation,jews
im fag scream fag whisper u want tingles go asmr channel faggot_dying.painfully thanks,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,gay
saw dyke look like lil boosie kinda fine though,normal,indirect,sadness_indifference,other,special_needs
@user @user well represent really shithole district streets filled shit illegal aliens.,offensive,indirect,anger_disgust,origin,other
@user correct one ching chong shanghai treeesh,offensive,indirect,anger_fear,origin,asians
.@user america favor stop giving hateful leftist reporters privilege asking @url,normal,indirect,anger_fear_shock_sadness_disgust,other,other
@user feel you. bother playing like swear always get retard team. last game top laner (heim @url,offensive,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
@user anti-gay retard. ,fearful_abusive_hateful_disrespectful_normal,indirect,sadness_indifference,disability,special_needs
@user actions shithole countries. never dreamed i'd see sort behaviour don's @url,offensive,indirect,anger_sadness,origin,other
@user nyou must always think country way swedish shithole.,offensive,indirect,indifference_disgust,origin,other
@user answer text faggot,offensive,indirect,shock_indifference,sexual_orientation,women
put phone down. nif noticed country mourning ; yet again. orange twat. n@url,offensive,indirect,sadness_disgust,origin,individual
fucking twat waffle  @url,abusive_offensive,direct,anger_sadness_shock_indifference_disgust,other,other
keelah lil drunk ass retarded ,normal,indirect,fear_disgust,disability,special_needs
@user go sleep ching chong,offensive,indirect,confusion_shock,origin,muslims
blue way. sick shithole republicans country. @url,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,other
@user bring disease. excised. great sorrow must destroyed.,fearful_normal,indirect,sadness_fear,other,special_needs
@user shut farmer. clearly retarded,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
@user @user chinese people using 400 year old french curses first generation irish immigrants telli @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual
@user @user nightposting using retarded grammar,offensive_normal,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
@user @user hes hun good computers. ignore twat,hateful_normal,indirect,sadness_disgust,gender,women
@user @user @user @user guy said slaves immigrants.,offensive,indirect,confusion_disgust,origin,immigrants
@user spic,normal,indirect,anger_indifference,origin,hispanics
meanies call mongol sayni child genghis khan child orangutan,abusive_offensive,indirect,confusion_indifference,origin,other
truly retarded people running @user @url,offensive,direct,anger_fear_shock_indifference_sadness,disability,special_needs
@user blaming victims saying armed--imagine shithole country @url,normal,indirect,anger_fear,other,other
@user listen ching chong music,offensive_normal,indirect,shock_disgust,origin,other
@user @user overwatch dead retard,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
@user lool obviously heard australia &amp; canada first-generation immigrants become mps @url,offensive_normal,indirect,anger_indifference,origin,other
neophyte nigger: nonsupervisory yet roving,hateful_disrespectful,indirect,confusion_fear,origin,other
@user @user @user push back leftist professors like #billayers writing @url,offensive,indirect,confusion_indifference,other,left_wing_people
negro must forgotten hes tv criticize attack black people..... coon!? @url,offensive,indirect,anger_disgust,origin,individual
friends retarded particular episode.,normal,indirect,anger_sadness,disability,special_needs
@user @user @user disrespectful cunt.,offensive,indirect,anger_shock,other,other
gentle reminder: atrocities nation states fix accept refugees yours.,normal,indirect,shock_disgust,origin,refugees
@user @user @user steve cortes cynical spic! father even speak english @url,offensive,indirect,indifference_disgust,origin,special_needs
@user nigger need house @url,abusive_offensive_hateful_disrespectful_normal,indirect,shock_indifference,origin,special_needs
said leave dirty spic,offensive,indirect,anger_disgust,origin,individual
little twat.,abusive_disrespectful,indirect,anger_fear_shock_sadness_disgust,other,individual
imagine boyfriend blocking everything everytime goes out... weird cunt,offensive,indirect,fear_disgust,gender,women
@user @user @user leftist read social media posts hated refugees immi @url,fearful_hateful,indirect,sadness_indifference,origin,refugees
@user &gt;stella outta cannyou mongoloid,hateful,direct,sadness_indifference,origin,special_needs
@user u fuckin nigger...,offensive,direct,anger_disgust,origin,individual
@user @user get mentions stinky dyke,hateful,direct,sadness_disgust,sexual_orientation,individual
fucking show must go twat.,offensive,indirect,anger_disgust,origin,women
@user know cause prominent conservative men always ignorant asking raging liberal feminazi's @url,abusive_offensive,indirect,sadness_disgust,gender,women
@user remove emoji faggot,offensive,indirect,anger_confusion_shock_indifference_disgust,sexual_orientation,other
@user dads twat look like him. break homes well prick. ,offensive,indirect,anger_disgust,other,other
@user kpop niggas: ching chong,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
@user good thing donald trump never vilifies democrats group. muslims mexicans residents shithole countries.,normal,indirect,fear_disgust,origin,left_wing_people
stg younger used mad stupid. mental state people die keep eyes open ong retarded.,normal,indirect,shock_indifference_disgust,other,other
casey frey dude whatever mess around call one yall nigger ...... dont say didnt warn u,fearful_offensive,indirect,anger_fear_indifference_sadness_disgust,origin,special_needs
comedian &amp; retarded  @url,offensive,indirect,confusion_sadness,other,other
join us global journey walking 1 million kilometres side side migrants refugees.,normal,indirect,confusion_disgust,other,refugees
@user blind chinaman could offensive coordinator there.,offensive,indirect,anger_confusion,origin,other
@user need apologize. i've called everything mother fucker orange twat waffle.. ,offensive,indirect,sadness_indifference,other,other
@user lmao bruh u one obsessed  faggot ass,offensive,indirect,anger_sadness,sexual_orientation,special_needs
@user think youre kind person would hear someone say im *illegal* immigrants. come @url,fearful_abusive_offensive_hateful_normal,indirect,confusion_fear_indifference_sadness_disgust,origin,other
bitch shut yo retarded ass looking like great value nipsey hussle. @url,normal,indirect,anger_confusion,disability,special_needs
@user @user got nothing raghead.,offensive_normal,indirect,anger_disgust,other,other
that's clue faggot ass...,offensive,indirect,anger_sadness,origin,gay
maybe rebuild shithole countries marcus garvey told to.nnrepatriate ! @url,hateful_disrespectful,indirect,anger_confusion,origin,immigrants
africa shithole full africans. south america ditto. arab countries fare better due oil @url,normal,indirect,anger_sadness,origin,other
stop pleasin' strangersninstead fam'ly twat!,offensive,indirect,anger_disgust,gender,other
psst...@user faggot,normal,indirect,confusion_sadness_shock_indifference_disgust,other,other
@user i'd assume entire mongol horde back up. probably nothing.,normal,direct,confusion_fear_shock_indifference_disgust,disability,special_needs
adderall cool could retarded efficiently,offensive_normal,indirect,anger_disgust,disability,special_needs
nowt worse buying pizza tastse like stale pisssy fart twat,offensive,indirect,anger_disgust,other,women
@user good anhur man bad luck zhong kui mid retard,offensive,indirect,anger_indifference,disability,special_needs
think hashtags end tweet extreme left feminazi propaganda need @url,normal,indirect,sadness_disgust,other,women
@user deleting past posts since 2001 use term raghead towel head camel fucker @url,hateful,indirect,anger_shock,origin,other
@user @user leaving shithole countries turn europe continent full shithole countries.ngo home!!!,hateful,indirect,anger_fear_shock_sadness_disgust,origin,other
shorty called faggot cause respond lmfaoooo,offensive,indirect,confusion_indifference,sexual_orientation,other
let's get twat banned. @url,offensive,indirect,confusion_sadness,other,women
@user 14.700 mongol dreams!,offensive,indirect,anger_disgust,origin,women
also followed running extra homo like get faggot,offensive,indirect,sadness_disgust,sexual_orientation,other
@user see issue putting twat sort role model?,offensive_disrespectful,indirect,anger_confusion_fear_indifference_disgust,other,other
@user laundry cunt. everything cunt. @url,offensive,direct,anger_sadness,origin,women
@user qs s'est comme merkel et tous les autres en europe aime les migrants hommes seulement pour venir c @url,normal,indirect,anger_disgust,other,other
leitung literal fucking retard people follow either hate every popular thing follow h @url,fearful_offensive_disrespectful_hateful_normal,indirect,anger_confusion,disability,special_needs
@user 100% looks like would tell go back country @url,fearful_hateful,indirect,anger_fear_indifference_sadness_disgust,origin,immigrants
old dirty jew bitch absolutely protecting entire jewed structure filth.,offensive,indirect,anger_sadness_shock_indifference_disgust,religion,individual
@user lmaoooo idk man crazy negro,offensive,indirect,confusion_disgust,origin,other
envy people know express emotions without sounding like complete retard,offensive,indirect,confusion_sadness,disability,special_needs
@user @user @user @user @user @user @user im feminazi. @url,offensive,indirect,sadness_indifference,gender,women
lil xan looks like mongoloid,normal,indirect,anger_sadness,origin,special_needs
yes bs . they're leftist socialist democrat domestic terrorist party members hate fact @url,offensive,indirect,anger_confusion_sadness_indifference_fear,other,left_wing_people
twisted tuna aye  fucking faggot,abusive_disrespectful,indirect,sadness_shock,sexual_orientation,individual
@user idea perpetrated this. stop twat.,offensive,direct,shock_disgust,other,women
@user thanks cunt ,offensive,indirect,anger_sadness,other,women
y'all started drinking yet y'all faggot ass unicorn fairy's ?,normal,direct,anger_confusion_shock_indifference_disgust,sexual_orientation,special_needs
stopped probably cause i'm genius retard time,normal,indirect,anger_sadness_shock_indifference_disgust,other,other
@user @user @user calling someone cumrag nothing slur raghead complete knob.,offensive_disrespectful,indirect,sadness_indifference,other,other
#indianarmy #hinduforces.if hindus forces #kashmiripandit wouldnt refugees &amp; @url,offensive_normal,indirect,confusion_fear_shock_indifference_disgust,other,refugees
damn got called nigger today,normal,indirect,anger_fear_shock_indifference_disgust,origin,individual
dave roberts showing good ucla education is. fucking retard,offensive,indirect,confusion_disgust,disability,special_needs
@user @user wow really mongoloid hahahahaha can't stop laughing. jesus christ. ebt available 1800s?,offensive,indirect,indifference_disgust,origin,individual
@user mongy cunt,offensive,indirect,confusion_shock,other,women
@user ask raghead buddies where's body? autopsy performed khoahoggi!! @url,offensive_disrespectful,indirect,fear_indifference,religion,individual
@user @user guy sounds like twat ,offensive,indirect,fear_indifference,other,other
@user @user cos u fucking retard....... sup twatchops ,offensive,indirect,anger_disgust,other,women
omg best #indian ever eaten. amazing. #sizzlerwatford #lovemyfood #foodcoma #spic #lush @user new shapla tandoor @url,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,hispanics
@user alrighty fine. i'll argue way arguing. hey listen shitface. retard know @url,hateful,indirect,sadness_disgust,other,other
martha mcsally win election i'm gonna assume y'all retarded i'm moving states.,offensive,indirect,sadness_disgust,disability,special_needs
@user seasoned politician business mongol atiku abubakar answer problems. let's get nigeria working again.,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other
watched slender. worst retarded fucking movie ever seen life,abusive_offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
@user ching chong ling long translate,offensive,indirect,indifference_disgust,origin,individual
@user oh no! leftist feminazi threatens vote republican! spitballing i'm pre @url,normal,indirect,indifference_disgust,gender,special_needs
damn right mfs retarded @url,offensive,indirect,fear_indifference,other,other
cancer fucking cunt,fearful_offensive,indirect,fear_sadness,gender,women
mom turning called dog dumb retard,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
@user retard and/or us federal asset also lolicon decided shoot synagogue. gab site @url,offensive,indirect,sadness_indifference,origin,special_needs
@user xddddddd u dirty plat player feels good outplay mongoloid ape could using move @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs
eres negro? next,offensive,indirect,sadness_disgust,origin,hispanics
celebrating #entrepreneurship @user last night prix inspiration ontario gala #entrepreneur #immigrants @url,normal,indirect,anger_fear_shock_indifference_sadness,disability,immigrants
racist far left commie sean penn's son assaults black photographer calls 'n*gger' faggot.n@url,fearful_offensive,indirect,sadness_disgust,sexual_orientation,special_needs
know i'm way retarded ,offensive,indirect,shock_disgust,disability,special_needs
@user love you!!! huhuhu miss u ching chong,normal,indirect,anger_indifference,origin,individual
niggas retarded,offensive_hateful,direct,anger_disgust,origin,individual
rappers say faggot&gt;&gt;,offensive,indirect,anger_shock,sexual_orientation,gay
@user @user shut fuck stupid bitch ass retard,abusive_hateful,indirect,anger_sadness,disability,special_needs
@user @user @user donald trump retard-.. people study down's syndrome saying yes @url,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,other,special_needs
@user @user @user @user omfg. know apparently. retard thr @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
@user told u retarded,offensive,direct,fear_disgust,other,individual
@user come back wear shirts look like nanas carpet mongy cunt,offensive,indirect,shock_disgust,disability,women
dave roberts fucking making retarded moves series. l him. ,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,other
@user can't read ching chong language!,offensive,indirect,anger_indifference,origin,hispanics
@user @user condemn saudi arabia day long soon say something like raghead @url,normal,indirect,sadness_fear,origin,other
white friends said wetback spics crazy hope one heard that...cause gon trooouuuble (drake voice),hateful_disrespectful,indirect,confusion_indifference,origin,other
@user sjsksk love twat,offensive_disrespectful,indirect,anger_disgust,other,women
@user @user know english retard. appreciate heads,offensive_disrespectful,indirect,sadness_disgust,disability,special_needs
spic ee,normal,indirect,anger_disgust,other,other
@user @user @user retard comparing hitler mike ashley. get grip,abusive_normal,indirect,anger_fear_shock_indifference_sadness,other,special_needs
fine get faggot bitch coward clown phony suckers weak flunkies fake,fearful_abusive,indirect,anger_confusion_sadness_indifference,sexual_orientation,individual
africa ya know place shithole countries located @url,abusive_hateful,indirect,anger_sadness_shock_indifference_disgust,origin,indian/hindu
@user spell american amerikkkan retard book,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
